id,column_id,serial_number,model,atype,status,installation_date,last_inspection_date,inspection_certificate,information,notes,created_at,updated_at
869,248,5115,Standard,Residential,Active,30/7/2018,29/10/2018,Certified,Shinny elevator,This is a note,7/23/2018,9/14/2018
870,24,3349,Excelium,Corporate,Active,9/11/2018,15/5/2018,Certified,Best 0-100 mph,Not an interesting note,8/21/2018,6/17/2018
871,110,4185,Premium,Commercial,Active,16/11/2018,2/2/2019,Certified,Shinny elevator,This is a note,4/7/2018,1/10/2019
872,36,5140,Standard,Hybrid,Active,26/9/2018,20/2/2019,Certified,This in an interesting information,This is a note,4/12/2018,2/6/2019
873,201,3690,Premium,Residential,Active,25/1/2019,9/11/2018,Certified,Look at me,This is a note,6/19/2018,1/19/2019
874,113,5927,Standard,Corporate,Active,4/1/2019,2/4/2018,Certified,This in an interesting information,Long note,9/2/2018,3/24/2018
875,474,6219,Premium,Commercial,Active,23/1/2019,29/10/2018,Certified,Shinny elevator,Long note,11/8/2018,4/23/2018
876,291,2413,Standard,Hybrid,Active,27/2/2019,8/4/2018,Certified,Look at me,Useless note,6/12/2018,11/26/2018
877,214,7630,Excelium,Residential,Active,3/2/2019,13/3/2018,Certified,This in an interesting information,Not an interesting note,2/7/2019,10/3/2018
878,314,9993,Standard,Corporate,Active,23/4/2018,1/10/2018,Certified,Nice music,Long note,10/6/2018,12/16/2018
879,250,9807,Standard,Commercial,Active,3/5/2018,6/6/2018,Certified,This in an interesting information,Useless note,5/2/2018,7/30/2018
880,245,5631,Premium,Hybrid,Active,9/8/2018,30/1/2019,Certified,Nice music,Long note,4/1/2018,1/28/2019
881,473,1761,Standard,Residential,Active,17/1/2019,23/1/2019,Certified,This in an interesting information,Not an interesting note,10/8/2018,3/29/2018
882,316,4236,Excelium,Corporate,Active,25/6/2018,18/11/2018,Certified,This in an interesting information,This is a note,1/20/2019,12/18/2018
883,276,3872,Premium,Commercial,Active,1/4/2018,5/5/2018,Certified,Look at me,Long note,1/18/2019,3/21/2018
884,28,6984,Premium,Hybrid,Active,25/12/2018,21/9/2018,Not Certified,Best 0-100 mph,Useless note,10/19/2018,9/27/2018
885,249,1056,Premium,Residential,Active,30/6/2018,6/5/2018,Certified,Look at me,This is a note,8/19/2018,12/29/2018
886,235,4283,Excelium,Corporate,Active,3/10/2018,21/11/2018,Certified,Shinny elevator,Not an interesting note,9/30/2018,8/21/2018
887,297,1398,Standard,Commercial,Active,11/7/2018,20/12/2018,Certified,Best 0-100 mph,Long note,8/7/2018,5/8/2018
888,367,3168,Excelium,Hybrid,Active,21/2/2019,21/1/2019,Certified,This in an interesting information,This is a note,1/23/2019,7/11/2018
889,385,6657,Premium,Residential,Active,6/5/2018,4/4/2018,Certified,Look at me,Long note,8/17/2018,7/31/2018
890,183,2137,Standard,Corporate,Active,23/10/2018,7/11/2018,Certified,Look at me,Long note,10/5/2018,8/24/2018
891,358,3093,Standard,Commercial,Active,6/4/2018,6/8/2018,Certified,Nice music,Not an interesting note,11/10/2018,3/13/2018
892,142,9603,Standard,Hybrid,Active,15/12/2018,14/8/2018,Certified,Nice music,Not an interesting note,2/10/2019,5/26/2018
893,400,8530,Premium,Residential,Active,13/9/2018,28/1/2019,Certified,Nice music,Not an interesting note,1/21/2019,11/20/2018
894,35,4699,Excelium,Corporate,Active,27/9/2018,18/11/2018,Not Certified,Look at me,Useless note,8/12/2018,4/29/2018
895,240,9957,Excelium,Commercial,Active,18/5/2018,4/3/2019,Certified,This in an interesting information,Useless note,6/25/2018,3/10/2019
896,159,9600,Excelium,Hybrid,Active,1/7/2018,25/8/2018,Certified,Nice music,This is a note,8/19/2018,7/8/2018
897,285,3723,Standard,Residential,Active,3/10/2018,5/7/2018,Certified,Look at me,This is a note,3/17/2018,7/3/2018
898,95,9787,Standard,Corporate,Active,31/3/2018,5/9/2018,Certified,Nice music,Useless note,2/9/2019,10/10/2018
899,196,7334,Standard,Commercial,Active,8/5/2018,24/9/2018,Certified,Shinny elevator,Long note,12/4/2018,8/3/2018
900,190,6661,Premium,Hybrid,Active,7/1/2019,4/11/2018,Certified,Shinny elevator,This is a note,5/17/2018,6/9/2018
901,306,7898,Excelium,Residential,Active,19/12/2018,2/5/2018,Certified,Look at me,Long note,4/7/2018,10/5/2018
902,144,2043,Excelium,Corporate,Active,5/3/2019,8/8/2018,Certified,Nice music,This is a note,12/12/2018,10/7/2018
903,136,8958,Premium,Commercial,Active,19/2/2019,13/6/2018,Certified,Shinny elevator,Not an interesting note,9/11/2018,3/26/2018
904,479,5468,Standard,Hybrid,Active,8/2/2019,22/6/2018,Certified,This in an interesting information,Long note,3/31/2018,1/20/2019
905,338,5458,Standard,Residential,Active,24/6/2018,27/7/2018,Certified,Best 0-100 mph,Not an interesting note,12/23/2018,10/9/2018
906,392,6556,Premium,Corporate,Active,23/8/2018,30/3/2018,Certified,This in an interesting information,Long note,10/13/2018,10/12/2018
907,420,9604,Standard,Commercial,Active,18/2/2019,17/9/2018,Certified,Look at me,Useless note,1/14/2019,8/22/2018
908,319,8651,Excelium,Hybrid,Active,3/8/2018,20/5/2018,Certified,Nice music,Not an interesting note,4/24/2018,10/14/2018
909,416,8947,Standard,Residential,Active,6/10/2018,23/12/2018,Certified,Nice music,Useless note,7/2/2018,2/4/2019
910,128,8265,Premium,Corporate,Active,1/5/2018,5/7/2018,Certified,Look at me,Useless note,4/8/2018,12/26/2018
911,411,6398,Standard,Commercial,Active,8/2/2019,24/2/2019,Certified,Look at me,Useless note,3/22/2018,8/25/2018
912,377,7654,Standard,Hybrid,Active,20/3/2018,30/5/2018,Certified,Look at me,Not an interesting note,11/26/2018,4/2/2018
913,148,7453,Standard,Residential,Active,5/8/2018,3/6/2018,Certified,Nice music,Not an interesting note,9/25/2018,5/9/2018
914,143,8796,Standard,Corporate,Active,9/1/2019,16/12/2018,Certified,This in an interesting information,Long note,7/20/2018,5/7/2018
915,426,8360,Excelium,Commercial,Active,5/9/2018,28/8/2018,Certified,Nice music,This is a note,12/10/2018,3/9/2019
916,368,9067,Excelium,Hybrid,Active,27/1/2019,29/5/2018,Certified,Best 0-100 mph,Useless note,3/3/2019,7/14/2018
917,8,5357,Excelium,Residential,Active,12/10/2018,30/8/2018,Certified,This in an interesting information,This is a note,1/14/2019,3/5/2019
918,198,6534,Excelium,Corporate,Active,26/12/2018,7/9/2018,Certified,Best 0-100 mph,Not an interesting note,1/23/2019,8/16/2018
919,418,8025,Premium,Commercial,Inactive,4/8/2018,24/2/2019,Not Certified,Shinny elevator,Useless note,3/6/2019,7/26/2018
920,407,9675,Premium,Hybrid,Active,12/11/2018,2/8/2018,Not Certified,Best 0-100 mph,Not an interesting note,2/23/2019,5/20/2018
921,449,3199,Premium,Residential,Active,10/1/2019,10/5/2018,Certified,Shinny elevator,Not an interesting note,6/26/2018,4/7/2018
922,146,3214,Standard,Corporate,Active,20/3/2018,15/4/2018,Certified,Best 0-100 mph,Useless note,7/19/2018,6/20/2018
923,157,9258,Excelium,Commercial,Active,2/12/2018,12/7/2018,Certified,Nice music,Not an interesting note,7/9/2018,10/31/2018
924,292,9927,Premium,Hybrid,Active,23/10/2018,30/5/2018,Certified,Nice music,This is a note,1/9/2019,3/26/2018
925,493,7443,Premium,Residential,Active,29/5/2018,17/11/2018,Certified,Shinny elevator,Useless note,7/30/2018,10/6/2018
926,63,9569,Excelium,Corporate,Active,23/3/2018,2/9/2018,Not Certified,This in an interesting information,Not an interesting note,4/5/2018,5/31/2018
927,276,9611,Premium,Commercial,Active,18/5/2018,15/11/2018,Certified,Look at me,Useless note,5/13/2018,3/11/2019
928,355,5721,Excelium,Hybrid,Active,23/1/2019,3/10/2018,Certified,This in an interesting information,Long note,7/17/2018,9/22/2018
929,244,3909,Premium,Residential,Active,15/5/2018,8/12/2018,Not Certified,This in an interesting information,Useless note,1/15/2019,7/19/2018
930,223,6437,Excelium,Corporate,Active,19/8/2018,27/1/2019,Certified,This in an interesting information,This is a note,2/1/2019,9/16/2018
931,175,4115,Premium,Commercial,Active,1/10/2018,26/12/2018,Certified,Nice music,Useless note,9/8/2018,5/20/2018
932,266,3174,Premium,Hybrid,Active,22/2/2019,19/7/2018,Certified,Nice music,Long note,4/23/2018,4/21/2018
933,112,3640,Premium,Residential,Active,17/2/2019,20/10/2018,Certified,Look at me,Useless note,7/27/2018,12/26/2018
934,67,9872,Standard,Corporate,Active,15/7/2018,21/2/2019,Certified,Shinny elevator,Useless note,7/30/2018,5/20/2018
935,198,4007,Standard,Commercial,Active,13/6/2018,12/7/2018,Certified,Look at me,Long note,1/27/2019,6/5/2018
936,302,9278,Premium,Hybrid,Active,16/7/2018,7/4/2018,Not Certified,Nice music,Long note,12/17/2018,8/25/2018
937,251,6383,Standard,Residential,Active,15/1/2019,17/8/2018,Certified,Best 0-100 mph,This is a note,11/28/2018,6/15/2018
938,248,6198,Standard,Corporate,Active,21/7/2018,24/8/2018,Not Certified,Look at me,Long note,11/25/2018,11/22/2018
939,161,3942,Premium,Commercial,Active,26/5/2018,26/6/2018,Not Certified,Best 0-100 mph,Not an interesting note,3/17/2018,11/4/2018
940,224,4507,Standard,Hybrid,Active,19/2/2019,17/2/2019,Certified,Nice music,Long note,10/10/2018,6/5/2018
941,40,7467,Premium,Residential,Active,26/11/2018,6/12/2018,Certified,Shinny elevator,Not an interesting note,2/7/2019,5/26/2018
942,357,5863,Standard,Corporate,Active,8/7/2018,12/6/2018,Certified,Look at me,Useless note,11/26/2018,4/8/2018
943,413,4828,Standard,Commercial,Active,25/11/2018,17/6/2018,Certified,This in an interesting information,Useless note,8/11/2018,3/25/2018
944,415,1740,Standard,Hybrid,Active,1/4/2018,12/3/2019,Certified,Nice music,This is a note,12/30/2018,5/23/2018
945,38,7218,Standard,Residential,Active,16/9/2018,5/12/2018,Certified,This in an interesting information,Not an interesting note,2/27/2019,6/4/2018
946,351,4323,Premium,Corporate,Active,14/5/2018,7/11/2018,Certified,Best 0-100 mph,Long note,2/15/2019,3/26/2018
947,264,2136,Premium,Commercial,Active,4/1/2019,12/6/2018,Certified,Nice music,This is a note,9/6/2018,12/7/2018
948,422,1600,Premium,Hybrid,Active,31/1/2019,8/4/2018,Certified,Shinny elevator,Useless note,6/8/2018,4/8/2018
949,167,3857,Premium,Residential,Active,30/9/2018,18/5/2018,Certified,Look at me,This is a note,1/16/2019,5/11/2018
950,137,4280,Premium,Corporate,Active,15/4/2018,12/10/2018,Certified,Best 0-100 mph,Useless note,5/23/2018,3/10/2019
951,425,2811,Standard,Commercial,Active,19/4/2018,4/7/2018,Certified,Best 0-100 mph,Long note,5/3/2018,1/23/2019
952,490,7411,Excelium,Hybrid,Active,23/3/2018,24/1/2019,Certified,Look at me,Long note,10/14/2018,7/1/2018
953,80,9942,Premium,Residential,Active,19/12/2018,20/8/2018,Certified,Best 0-100 mph,Not an interesting note,9/12/2018,8/17/2018
954,102,3938,Premium,Corporate,Active,16/3/2018,5/6/2018,Certified,Nice music,This is a note,10/17/2018,5/5/2018
955,400,4980,Premium,Commercial,Active,21/7/2018,27/4/2018,Certified,This in an interesting information,This is a note,2/2/2019,12/24/2018
956,461,3491,Excelium,Hybrid,Active,17/9/2018,4/6/2018,Certified,This in an interesting information,Not an interesting note,3/23/2018,1/19/2019
957,11,4554,Excelium,Residential,Inactive,25/4/2018,24/5/2018,Certified,Shinny elevator,Long note,10/25/2018,12/22/2018
958,21,9095,Excelium,Corporate,Active,19/3/2018,8/4/2018,Certified,This in an interesting information,Long note,5/27/2018,1/30/2019
959,255,8358,Premium,Commercial,Active,25/12/2018,9/9/2018,Certified,Shinny elevator,Useless note,3/21/2018,10/16/2018
960,344,5044,Excelium,Hybrid,Active,28/12/2018,29/12/2018,Certified,Shinny elevator,Useless note,2/2/2019,12/28/2018
961,188,6390,Excelium,Residential,Active,11/11/2018,10/6/2018,Certified,This in an interesting information,Long note,8/2/2018,2/9/2019
962,475,2874,Standard,Corporate,Active,1/5/2018,21/3/2018,Certified,Nice music,Useless note,1/6/2019,3/29/2018
963,430,1987,Standard,Commercial,Active,14/7/2018,31/8/2018,Certified,Best 0-100 mph,Long note,5/23/2018,3/27/2018
964,308,7324,Standard,Hybrid,Active,12/8/2018,23/5/2018,Certified,Best 0-100 mph,Not an interesting note,8/29/2018,12/13/2018
965,99,5147,Excelium,Residential,Active,23/6/2018,13/9/2018,Certified,This in an interesting information,This is a note,11/2/2018,12/2/2018
966,99,8107,Premium,Corporate,Active,27/7/2018,6/3/2019,Not Certified,Look at me,Long note,11/30/2018,12/24/2018
967,443,6340,Excelium,Commercial,Active,8/1/2019,4/4/2018,Certified,Look at me,Long note,11/8/2018,2/4/2019
968,48,8833,Excelium,Hybrid,Active,17/9/2018,6/9/2018,Certified,This in an interesting information,This is a note,11/29/2018,10/9/2018
969,264,2800,Excelium,Residential,Active,29/7/2018,30/11/2018,Not Certified,Shinny elevator,This is a note,2/23/2019,9/8/2018
970,247,8929,Excelium,Corporate,Active,25/2/2019,10/1/2019,Certified,This in an interesting information,Not an interesting note,7/30/2018,10/22/2018
971,392,5000,Standard,Commercial,Active,6/12/2018,1/10/2018,Certified,This in an interesting information,Long note,3/12/2019,3/31/2018
972,230,1202,Premium,Hybrid,Active,6/11/2018,7/7/2018,Certified,This in an interesting information,This is a note,1/6/2019,9/28/2018
973,16,2621,Standard,Residential,Active,6/5/2018,11/8/2018,Certified,Best 0-100 mph,Useless note,2/24/2019,4/2/2018
974,82,3870,Premium,Corporate,Active,22/10/2018,2/5/2018,Certified,Look at me,Useless note,5/4/2018,1/4/2019
975,17,2391,Excelium,Commercial,Active,3/10/2018,11/10/2018,Certified,This in an interesting information,Useless note,12/11/2018,4/8/2018
976,55,2602,Premium,Hybrid,Active,6/6/2018,19/5/2018,Not Certified,Best 0-100 mph,Not an interesting note,10/12/2018,3/21/2018
977,261,6447,Premium,Residential,Active,31/12/2018,24/12/2018,Certified,This in an interesting information,This is a note,4/27/2018,4/1/2018
978,335,2216,Standard,Corporate,Active,31/12/2018,31/3/2018,Certified,This in an interesting information,Not an interesting note,8/3/2018,4/12/2018
979,430,8806,Excelium,Commercial,Active,21/8/2018,20/6/2018,Not Certified,Best 0-100 mph,Long note,7/30/2018,10/2/2018
980,113,2703,Excelium,Hybrid,Active,18/10/2018,20/11/2018,Not Certified,This in an interesting information,Not an interesting note,2/15/2019,2/23/2019
981,324,9196,Excelium,Residential,Active,7/2/2019,9/7/2018,Certified,Nice music,Useless note,10/25/2018,6/26/2018
982,205,5477,Standard,Corporate,Active,25/9/2018,27/7/2018,Certified,Look at me,Useless note,5/9/2018,8/27/2018
983,408,5488,Premium,Commercial,Active,10/1/2019,19/6/2018,Certified,Shinny elevator,Useless note,3/26/2018,2/7/2019
984,259,6705,Standard,Hybrid,Active,3/3/2019,22/11/2018,Certified,This in an interesting information,Not an interesting note,6/24/2018,7/28/2018
985,260,2036,Excelium,Residential,Active,23/8/2018,14/7/2018,Certified,This in an interesting information,Useless note,9/27/2018,4/27/2018
986,346,4428,Standard,Corporate,Active,8/10/2018,24/4/2018,Certified,Shinny elevator,This is a note,7/4/2018,2/3/2019
987,416,7397,Standard,Commercial,Active,9/10/2018,29/12/2018,Certified,Best 0-100 mph,Useless note,11/18/2018,3/29/2018
988,93,1676,Excelium,Hybrid,Active,18/3/2018,19/7/2018,Certified,Shinny elevator,Useless note,2/3/2019,4/5/2018
989,55,2419,Excelium,Residential,Active,11/12/2018,30/6/2018,Certified,This in an interesting information,Useless note,2/27/2019,8/15/2018
990,449,4892,Standard,Corporate,Active,20/8/2018,5/8/2018,Certified,Best 0-100 mph,Useless note,6/29/2018,2/5/2019
991,298,1061,Standard,Commercial,Active,6/10/2018,12/2/2019,Certified,Nice music,Useless note,12/18/2018,7/3/2018
992,288,7312,Excelium,Hybrid,Active,31/12/2018,16/11/2018,Certified,Nice music,Not an interesting note,3/24/2018,4/16/2018
993,51,5741,Excelium,Residential,Active,17/6/2018,29/10/2018,Certified,Look at me,Useless note,9/27/2018,12/1/2018
994,222,2513,Premium,Corporate,Active,1/3/2019,23/12/2018,Certified,Nice music,Long note,10/21/2018,5/5/2018
995,57,1255,Excelium,Commercial,Active,20/5/2018,28/8/2018,Certified,Nice music,Long note,9/29/2018,6/5/2018
996,422,9880,Excelium,Hybrid,Active,31/10/2018,21/4/2018,Certified,Shinny elevator,Long note,12/17/2018,4/12/2018
997,212,1967,Excelium,Residential,Active,9/11/2018,16/4/2018,Certified,Shinny elevator,Long note,10/26/2018,9/25/2018
998,216,7012,Excelium,Corporate,Active,7/8/2018,11/7/2018,Certified,Best 0-100 mph,Useless note,11/28/2018,8/13/2018
999,90,4136,Excelium,Commercial,Active,11/4/2018,14/4/2018,Certified,Look at me,This is a note,8/12/2018,10/14/2018
1000,313,7087,Excelium,Hybrid,Active,4/12/2018,12/9/2018,Certified,Look at me,This is a note,9/2/2018,3/13/2018
